request_id,scenario,phase_name,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
sdw4shnf87,conversation-sharegpt,default,completions,1776106221.3892,1776106266.9198463,45530.65,45530.65,799,0,96,0,0,
wxe6sylztg,conversation-sharegpt,default,completions,1776106274.9211547,1776106320.919654,45998.50,45998.50,796,0,96,0,0,
zpqk51fpkh,conversation-sharegpt,default,completions,1776106212.608999,1776106257.92078,45311.78,45311.78,308,0,96,0,0,
bcxuljylje,conversation-sharegpt,default,completions,1776106259.920678,1776106305.920383,45999.71,45999.71,520,0,96,0,0,
5owf75935a,conversation-sharegpt,default,completions,1776106266.9199986,1776106312.919485,45999.49,45999.49,477,0,96,0,0,
blskrt05ui,conversation-sharegpt,default,completions,1776106229.3140802,1776106274.9200883,45606.01,45606.01,573,0,96,0,0,
1n13jcat9m,conversation-sharegpt,default,completions,1776106312.9197524,1776106358.9222991,46002.55,46002.55,2043,0,96,0,0,
5q14j1ripz,conversation-sharegpt,default,completions,1776106305.9214385,1776106351.9207723,45999.33,45999.33,986,0,96,0,0,
1c32oc6uzh,conversation-sharegpt,default,completions,1776106215.2939904,1776106260.9198802,45625.89,45625.89,1416,0,96,0,0,
guo4kh2vlp,conversation-sharegpt,default,completions,1776106274.9217691,1776106320.919803,45998.03,45998.03,1030,0,96,0,0,
ifd0tvbdiv,conversation-sharegpt,default,completions,1776106211.254179,1776106256.9195464,45665.37,45665.37,185,0,96,0,0,
1cq99chj75,conversation-sharegpt,default,completions,1776106259.921455,1776106305.9202833,45998.83,45998.83,967,0,96,0,0,
cx1945nq4f,conversation-sharegpt,default,completions,1776106213.9678056,1776106259.9204595,45952.65,45952.65,685,0,96,0,0,
253j2d54i3,conversation-sharegpt,default,completions,1776106267.9201548,1776106313.9193141,45999.16,45999.16,1040,0,96,0,0,
bbi4wire8q,conversation-sharegpt,default,completions,1776106313.919533,1776106359.9203997,46000.87,46000.87,1001,0,96,0,0,
d1ior56fao,conversation-sharegpt,default,completions,1776106256.9198442,1776106302.9198847,46000.04,46000.04,1249,0,96,0,0,
ye511mkfaz,conversation-sharegpt,default,completions,1776106218.5322757,1776106263.9208746,45388.60,45388.60,1121,0,96,0,0,
6cfnfholqc,conversation-sharegpt,default,completions,1776106306.9202776,1776106352.9203873,46000.11,46000.11,337,0,96,0,0,
62gdswm31y,conversation-sharegpt,default,completions,1776106302.9201038,1776106348.9359417,46015.84,46015.84,590,0,96,0,0,
ex8fsv871y,conversation-sharegpt,default,completions,1776106223.2206283,1776106268.9203439,45699.72,45699.72,1049,0,96,0,0,
